datetime,grid_id,value
2019-01-03T08:00:00Z,JNUQF,62.04
2019-01-03T08:00:00Z,PG3MI,57.88833333333333
2019-01-03T08:00:00Z,QH45V,35.17166666666667
2019-01-03T08:00:00Z,QJHW4,20.366666666666667
2019-01-03T08:00:00Z,QWDU8,52.875
2019-01-03T08:00:00Z,VBLD0,52.64000000000001
2019-01-03T08:00:00Z,VDUTN,66.97500000000001
2019-01-03T08:00:00Z,WT52R,27.309473684210527
2019-01-03T08:00:00Z,X5DKW,81.545
2019-01-03T08:00:00Z,ZP1FZ,14.726666666666667
2019-01-03T08:00:00Z,ZZ8JF,26.241666666666664
2019-01-03T16:00:00Z,1X116,43.66504347826087
2019-01-03T16:00:00Z,90BZ1,39.488173913043475
2019-01-03T16:00:00Z,9Q6TA,45.553217391304344
2019-01-03T16:00:00Z,KW43U,43.52608695652174
2019-01-03T16:00:00Z,VR4WG,57.716
2019-01-03T16:00:00Z,XJF9O,38.866956521739134
2019-01-03T16:00:00Z,XNLVD,18.84904347826087
2019-01-04T08:00:00Z,3A3IE,45.88909090909091
2019-01-04T08:00:00Z,3S31A,60.16
2019-01-04T08:00:00Z,7II4T,68.70545454545454
2019-01-04T08:00:00Z,8BOQH,53.17714285714286
2019-01-04T08:00:00Z,A2FBI,54.092727272727274
2019-01-04T08:00:00Z,A5WJI,55.46000000000001
2019-01-04T08:00:00Z,B5FKJ,56.57090909090909
2019-01-04T08:00:00Z,C8HH7,28.969090909090905
2019-01-04T08:00:00Z,DJN0F,56.22095238095238
2019-01-04T08:00:00Z,E5P9N,51.18727272727272
2019-01-04T08:00:00Z,FRITQ,107.16000000000001
2019-01-04T08:00:00Z,H96P6,54.52
2019-01-04T08:00:00Z,HUZ29,42.16571428571429
2019-01-04T08:00:00Z,I677K,62.29636363636364
2019-01-04T08:00:00Z,IUON3,59.81818181818182
2019-01-04T08:00:00Z,JNUQF,70.00235294117647
2019-01-04T08:00:00Z,PG3MI,66.82545454545455
2019-01-04T08:00:00Z,QH45V,55.74608695652173
2019-01-04T08:00:00Z,QJHW4,35.182857142857145
2019-01-04T08:00:00Z,QWDU8,64.94545454545454
2019-01-04T08:00:00Z,VBLD0,64.00545454545455
2019-01-04T08:00:00Z,VDUTN,64.578
2019-01-04T08:00:00Z,WT52R,30.336363636363636
2019-01-04T08:00:00Z,X5DKW,83.14727272727272
2019-01-04T08:00:00Z,ZP1FZ,28.2
2019-01-04T08:00:00Z,ZZ8JF,33.156363636363636
2019-01-04T16:00:00Z,1X116,50.995000000000005
2019-01-04T16:00:00Z,90BZ1,45.903333333333336
2019-01-04T16:00:00Z,9Q6TA,44.806666666666665
2019-01-04T16:00:00Z,KW43U,45.74666666666667
2019-01-04T16:00:00Z,VR4WG,49.428333333333335
2019-01-04T16:00:00Z,XJF9O,44.336666666666666
2019-01-04T16:00:00Z,XNLVD,29.8215
2019-01-05T08:00:00Z,3A3IE,23.656666666666666
2019-01-05T08:00:00Z,3S31A,45.041666666666664
2019-01-05T08:00:00Z,7II4T,47.39166666666667
2019-01-05T08:00:00Z,8BOQH,47.39166666666667
2019-01-05T08:00:00Z,A2FBI,57.41833333333333
2019-01-05T08:00:00Z,A5WJI,39.166666666666664
2019-01-05T08:00:00Z,B5FKJ,45.903333333333336
2019-01-05T08:00:00Z,C8HH7,28.043333333333333
2019-01-05T08:00:00Z,DJN0F,38.305
2019-01-05T08:00:00Z,E5P9N,53.42333333333334
2019-01-05T08:00:00Z,FRITQ,70.97
2019-01-05T08:00:00Z,H96P6,42.535000000000004
2019-01-05T08:00:00Z,HUZ29,45.59
2019-01-05T08:00:00Z,I677K,41.90833333333333
2019-01-05T08:00:00Z,IUON3,48.096666666666664
2019-01-05T08:00:00Z,JNUQF,44.571666666666665
2019-01-05T08:00:00Z,PG3MI,49.27166666666667
2019-01-05T08:00:00Z,QH45V,57.653333333333336
2019-01-05T08:00:00Z,QJHW4,24.51833333333333
2019-01-05T08:00:00Z,QWDU8,41.98666666666667
2019-01-05T08:00:00Z,VBLD0,48.367272727272734
2019-01-05T08:00:00Z,VDUTN,44.571666666666665
2019-01-05T08:00:00Z,WT52R,24.439999999999998
2019-01-05T08:00:00Z,X5DKW,67.52333333333333
2019-01-05T08:00:00Z,ZP1FZ,17.311666666666667
2019-01-05T08:00:00Z,ZZ8JF,25.92833333333333
2019-01-05T16:00:00Z,1X116,29.382833333333334
2019-01-05T16:00:00Z,90BZ1,27.643833333333333
2019-01-05T16:00:00Z,9Q6TA,39.08833333333333
2019-01-05T16:00:00Z,KW43U,30.542166666666663
2019-01-05T16:00:00Z,VR4WG,49.663333333333334
2019-01-05T16:00:00Z,XJF9O,33.67652173913043
2019-01-05T16:00:00Z,XNLVD,20.892521739130437
2019-01-06T08:00:00Z,3A3IE,13.074545454545454
2019-01-06T08:00:00Z,3S31A,26.063636363636363
2019-01-06T08:00:00Z,7II4T,23.5
2019-01-06T08:00:00Z,8BOQH,16.236363636363635
2019-01-06T08:00:00Z,A2FBI,19.14181818181818
2019-01-06T08:00:00Z,A5WJI,22.303636363636365
2019-01-06T08:00:00Z,B5FKJ,19.227272727272727
2019-01-06T08:00:00Z,C8HH7,14.1
2019-01-06T08:00:00Z,DJN0F,17.176363636363636
2019-01-06T08:00:00Z,E5P9N,22.303636363636365
2019-01-06T08:00:00Z,FRITQ,41.36
2019-01-06T08:00:00Z,H96P6,14.86909090909091
2019-01-06T08:00:00Z,HUZ29,24.952727272727273
2019-01-06T08:00:00Z,I677K,28.029090909090908
2019-01-06T08:00:00Z,IUON3,24.61090909090909
2019-01-06T08:00:00Z,JNUQF,27.430909090909093
2019-01-06T08:00:00Z,PG3MI,19.312727272727273
2019-01-06T08:00:00Z,QH45V,16.834545454545456
2019-01-06T08:00:00Z,QJHW4,7.861818181818182
2019-01-06T08:00:00Z,QWDU8,15.894545454545455
2019-01-06T08:00:00Z,VDUTN,31.78909090909091
2019-01-06T08:00:00Z,WT52R,10.254545454545454
2019-01-06T08:00:00Z,X5DKW,34.43818181818182
2019-01-06T08:00:00Z,ZP1FZ,7.434545454545455
2019-01-06T08:00:00Z,ZZ8JF,9.058181818181819
2019-01-06T16:00:00Z,1X116,35.842608695652174
2019-01-06T16:00:00Z,90BZ1,35.40939130434783
2019-01-06T16:00:00Z,9Q6TA,43.27916666666667
2019-01-06T16:00:00Z,KW43U,34.57633333333333
2019-01-06T16:00:00Z,VR4WG,48.96173913043478
2019-01-06T16:00:00Z,XJF9O,38.688833333333335
2019-01-06T16:00:00Z,XNLVD,19.340500000000002
2019-01-07T08:00:00Z,3A3IE,21.66086956521739
2019-01-07T08:00:00Z,3S31A,36.12869565217392
2019-01-07T08:00:00Z,7II4T,31.551304347826086
2019-01-07T08:00:00Z,8BOQH,26.238260869565217
2019-01-07T08:00:00Z,A2FBI,33.92173913043479
2019-01-07T08:00:00Z,A5WJI,21.333913043478262
2019-01-07T08:00:00Z,B5FKJ,27.627826086956524
2019-01-07T08:00:00Z,C8HH7,22.805217391304346
2019-01-07T08:00:00Z,DJN0F,22.56
2019-01-07T08:00:00Z,E5P9N,34.82086956521739
2019-01-07T08:00:00Z,FRITQ,33.034285714285716
2019-01-07T08:00:00Z,H96P6,20.10782608695652
2019-01-07T08:00:00Z,HUZ29,29.017391304347825
2019-01-07T08:00:00Z,I677K,29.09913043478261
2019-01-07T08:00:00Z,IUON3,27.873043478260872
2019-01-07T08:00:00Z,JNUQF,34.41217391304348
2019-01-07T08:00:00Z,PG3MI,31.96
2019-01-07T08:00:00Z,QH45V,33.92173913043479
2019-01-07T08:00:00Z,QJHW4,15.203478260869565
2019-01-07T08:00:00Z,QWDU8,21.742608695652173
2019-01-07T08:00:00Z,VBLD0,47.94
2019-01-07T08:00:00Z,VDUTN,41.11478260869565
2019-01-07T08:00:00Z,WT52R,11.933913043478261
2019-01-07T08:00:00Z,X5DKW,49.61565217391305
2019-01-07T08:00:00Z,ZP1FZ,9.236521739130435
2019-01-07T08:00:00Z,ZZ8JF,15.203478260869565
2019-01-07T16:00:00Z,1X116,36.425000000000004
2019-01-07T16:00:00Z,90BZ1,35.641666666666666
2019-01-07T16:00:00Z,9Q6TA,47.39166666666667
2019-01-07T16:00:00Z,KW43U,41.09142857142857
2019-01-07T16:00:00Z,VR4WG,59.925000000000004
2019-01-07T16:00:00Z,XJF9O,40.733333333333334
2019-01-07T16:00:00Z,XNLVD,26.453166666666664
2019-01-08T08:00:00Z,3A3IE,22.069565217391304
2019-01-08T08:00:00Z,3S31A,43.076521739130435
2019-01-08T08:00:00Z,7II4T,43.32545454545454
2019-01-08T08:00:00Z,8BOQH,35.156
2019-01-08T08:00:00Z,A2FBI,34.55619047619047
2019-01-08T08:00:00Z,A5WJI,35.39304347826087
2019-01-08T08:00:00Z,B5FKJ,40.59090909090909
2019-01-08T08:00:00Z,C8HH7,27.204705882352943
2019-01-08T08:00:00Z,DJN0F,32.242000000000004
2019-01-08T08:00:00Z,E5P9N,34.82086956521739
2019-01-08T08:00:00Z,FRITQ,81.91428571428571
2019-01-08T08:00:00Z,H96P6,35.89904761904762
2019-01-08T08:00:00Z,HUZ29,25.38
2019-01-08T08:00:00Z,I677K,53.926315789473676
2019-01-08T08:00:00Z,IUON3,43.58181818181818
2019-01-08T08:00:00Z,JNUQF,52.149565217391306
2019-01-08T08:00:00Z,PG3MI,45.93739130434783
2019-01-08T08:00:00Z,QH45V,39.97043478260869
2019-01-08T08:00:00Z,QJHW4,16.544
2019-01-08T08:00:00Z,QWDU8,37.51454545454545
2019-01-08T08:00:00Z,VBLD0,42.17739130434783
2019-01-08T08:00:00Z,VDUTN,50.41818181818182
2019-01-08T08:00:00Z,WT52R,18.47304347826087
2019-01-08T08:00:00Z,X5DKW,66.2904347826087
2019-01-08T08:00:00Z,ZP1FZ,13.323478260869566
2019-01-08T08:00:00Z,ZZ8JF,16.92
2019-01-08T16:00:00Z,1X116,27.361833333333333
2019-01-08T16:00:00Z,90BZ1,30.104521739130433
2019-01-08T16:00:00Z,9Q6TA,34.80563636363637
2019-01-08T16:00:00Z,KW43U,31.915238095238095
2019-01-08T16:00:00Z,VR4WG,42.201913043478264
2019-01-08T16:00:00Z,XJF9O,30.448166666666665
2019-01-08T16:00:00Z,XNLVD,10.426166666666667
2019-01-09T08:00:00Z,3A3IE,38.662608695652175
2019-01-09T08:00:00Z,3S31A,51.005217391304356
2019-01-09T08:00:00Z,7II4T,57.789565217391306
2019-01-09T08:00:00Z,8BOQH,40.052173913043475
2019-01-09T08:00:00Z,A2FBI,49.3704347826087
2019-01-09T08:00:00Z,A5WJI,38.58086956521739
2019-01-09T08:00:00Z,B5FKJ,50.2695652173913
2019-01-09T08:00:00Z,C8HH7,23.634285714285713
2019-01-09T08:00:00Z,DJN0F,45.93739130434783
2019-01-09T08:00:00Z,E5P9N,41.52347826086957
2019-01-09T08:00:00Z,FRITQ,90.24
2019-01-09T08:00:00Z,H96P6,32.450434782608696
2019-01-09T08:00:00Z,HUZ29,42.340869565217396
2019-01-09T08:00:00Z,I677K,72.13263157894737
2019-01-09T08:00:00Z,IUON3,50.43304347826087
2019-01-09T08:00:00Z,JNUQF,53.35619047619048
2019-01-09T08:00:00Z,PG3MI,50.923478260869565
2019-01-09T08:00:00Z,QH45V,41.36
2019-01-09T08:00:00Z,QJHW4,20.925217391304347
2019-01-09T08:00:00Z,QWDU8,44.6295652173913
2019-01-09T08:00:00Z,VBLD0,47.40869565217392
2019-01-09T08:00:00Z,VDUTN,53.45739130434782
2019-01-09T08:00:00Z,WT52R,33.839999999999996
2019-01-09T08:00:00Z,X5DKW,78.63304347826087
2019-01-09T08:00:00Z,ZP1FZ,23.21391304347826
2019-01-09T08:00:00Z,ZZ8JF,27.055652173913042
2019-01-09T16:00:00Z,1X116,64.05316666666667
2019-01-09T16:00:00Z,90BZ1,53.407666666666664
2019-01-09T16:00:00Z,9Q6TA,61.36633333333333
2019-01-09T16:00:00Z,KW43U,45.221833333333336
2019-01-09T16:00:00Z,VR4WG,70.82116666666667
2019-01-09T16:00:00Z,XJF9O,56.53078260869565
2019-01-09T16:00:00Z,XNLVD,43.03857142857142
2019-01-10T08:00:00Z,3A3IE,44.462
2019-01-10T08:00:00Z,3S31A,43.83818181818182
2019-01-10T08:00:00Z,7II4T,49.905454545454546
2019-01-10T08:00:00Z,8BOQH,25.123636363636365
2019-01-10T08:00:00Z,A2FBI,46.48727272727273
2019-01-10T08:00:00Z,A5WJI,37.08727272727273
2019-01-10T08:00:00Z,B5FKJ,52.041818181818186
2019-01-10T08:00:00Z,C8HH7,26.737777777777776
2019-01-10T08:00:00Z,DJN0F,48.36727272727273
2019-01-10T08:00:00Z,E5P9N,39.65090909090909
2019-01-10T08:00:00Z,FRITQ,71.57428571428571
2019-01-10T08:00:00Z,H96P6,31.96
2019-01-10T08:00:00Z,HUZ29,45.803636363636365
2019-01-10T08:00:00Z,I677K,70.15818181818182
2019-01-10T08:00:00Z,IUON3,51.7
2019-01-10T08:00:00Z,JNUQF,43.616
2019-01-10T08:00:00Z,PG3MI,40.76181818181818
2019-01-10T08:00:00Z,QH45V,34.18181818181818
2019-01-10T08:00:00Z,QJHW4,22.816363636363636
2019-01-10T08:00:00Z,QWDU8,42.47090909090909
2019-01-10T08:00:00Z,VBLD0,39.39454545454545
2019-01-10T08:00:00Z,VDUTN,50.50363636363636
2019-01-10T08:00:00Z,WT52R,36.232727272727274
2019-01-10T08:00:00Z,X5DKW,77.76363636363637
2019-01-10T08:00:00Z,ZP1FZ,27.26
2019-01-10T08:00:00Z,ZZ8JF,29.73818181818182
2019-01-10T16:00:00Z,1X116,56.94833333333333
2019-01-10T16:00:00Z,90BZ1,50.916666666666664
2019-01-10T16:00:00Z,9Q6TA,56.165
2019-01-10T16:00:00Z,KW43U,55.303333333333335
2019-01-10T16:00:00Z,VR4WG,57.88833333333333
2019-01-10T16:00:00Z,XJF9O,52.041818181818186
2019-01-10T16:00:00Z,XNLVD,42.58608695652174
2019-01-11T08:00:00Z,3A3IE,54.60173913043478
2019-01-11T08:00:00Z,3S31A,34.37714285714286
2019-01-11T08:00:00Z,7II4T,43.97565217391305
2019-01-11T08:00:00Z,8BOQH,35.96521739130435
2019-01-11T08:00:00Z,A2FBI,48.88
2019-01-11T08:00:00Z,A5WJI,33.21333333333334
2019-01-11T08:00:00Z,B5FKJ,47.490434782608695
2019-01-11T08:00:00Z,C8HH7,38.417391304347824
2019-01-11T08:00:00Z,DJN0F,52.149565217391306
2019-01-11T08:00:00Z,E5P9N,45.85565217391304
2019-01-11T08:00:00Z,FRITQ,41.03304347826087
2019-01-11T08:00:00Z,H96P6,38.90782608695652
2019-01-11T08:00:00Z,HUZ29,42.58608695652174
2019-01-11T08:00:00Z,I677K,72.66608695652174
2019-01-11T08:00:00Z,IUON3,56.4
2019-01-11T08:00:00Z,JNUQF,32.61391304347826
2019-01-11T08:00:00Z,PG3MI,45.308
2019-01-11T08:00:00Z,QH45V,37.35478260869565
2019-01-11T08:00:00Z,QJHW4,31.14260869565217
2019-01-11T08:00:00Z,QWDU8,44.13913043478261
2019-01-11T08:00:00Z,VBLD0,40.37913043478261
2019-01-11T08:00:00Z,VDUTN,43.32173913043478
2019-01-11T08:00:00Z,WT52R,28.85391304347826
2019-01-11T08:00:00Z,X5DKW,72.91130434782609
2019-01-11T08:00:00Z,ZP1FZ,38.54
2019-01-11T08:00:00Z,ZZ8JF,29.344347826086956
2019-01-11T16:00:00Z,1X116,40.78782608695652
2019-01-11T16:00:00Z,90BZ1,38.58086956521739
2019-01-11T16:00:00Z,9Q6TA,44.87478260869565
2019-01-11T16:00:00Z,KW43U,38.25391304347826
2019-01-11T16:00:00Z,VR4WG,48.06260869565217
2019-01-11T16:00:00Z,XJF9O,41.872727272727275
2019-01-11T16:00:00Z,XNLVD,27.186434782608696
2019-01-12T08:00:00Z,3A3IE,15.381818181818181
2019-01-12T08:00:00Z,3S31A,28.627272727272725
2019-01-12T08:00:00Z,7II4T,25.721818181818183
2019-01-12T08:00:00Z,8BOQH,22.303636363636365
2019-01-12T08:00:00Z,A2FBI,27.345454545454547
2019-01-12T08:00:00Z,A5WJI,21.534545454545455
2019-01-12T08:00:00Z,B5FKJ,26.14909090909091
2019-01-12T08:00:00Z,C8HH7,20.423636363636362
2019-01-12T08:00:00Z,DJN0F,22.21818181818182
2019-01-12T08:00:00Z,E5P9N,26.490909090909096
2019-01-12T08:00:00Z,FRITQ,36.57454545454545
2019-01-12T08:00:00Z,H96P6,15.98
2019-01-12T08:00:00Z,HUZ29,27.772727272727273
2019-01-12T08:00:00Z,I677K,46.74363636363636
2019-01-12T08:00:00Z,IUON3,29.567272727272726
2019-01-12T08:00:00Z,JNUQF,26.91818181818182
2019-01-12T08:00:00Z,PG3MI,28.54181818181818
2019-01-12T08:00:00Z,QH45V,23.585454545454546
2019-01-12T08:00:00Z,QJHW4,8.46
2019-01-12T08:00:00Z,QWDU8,20.68
2019-01-12T08:00:00Z,VBLD0,27.687272727272727
2019-01-12T08:00:00Z,VDUTN,28.456363636363633
2019-01-12T08:00:00Z,WT52R,16.74909090909091
2019-01-12T08:00:00Z,X5DKW,44.76190476190476
2019-01-12T08:00:00Z,ZP1FZ,13.758181818181818
2019-01-12T08:00:00Z,ZZ8JF,12.390909090909092
2019-01-12T16:00:00Z,1X116,21.58083333333333
2019-01-12T16:00:00Z,90BZ1,21.800166666666666
2019-01-12T16:00:00Z,9Q6TA,31.5605
2019-01-12T16:00:00Z,KW43U,24.753333333333334
2019-01-12T16:00:00Z,VR4WG,41.97304347826087
2019-01-12T16:00:00Z,XJF9O,29.022499999999997
2019-01-12T16:00:00Z,XNLVD,16.6615
2019-01-13T08:00:00Z,3A3IE,13.285333333333334
2019-01-13T08:00:00Z,3S31A,30.706666666666667
2019-01-13T08:00:00Z,7II4T,30.205333333333332
2019-01-13T08:00:00Z,8BOQH,28.576
2019-01-13T08:00:00Z,A2FBI,28.074666666666666
2019-01-13T08:00:00Z,A5WJI,22.936
2019-01-13T08:00:00Z,B5FKJ,21.18133333333333
2019-01-13T08:00:00Z,C8HH7,15.165333333333333
2019-01-13T08:00:00Z,DJN0F,18.925333333333334
2019-01-13T08:00:00Z,E5P9N,25.567999999999998
2019-01-13T08:00:00Z,FRITQ,38.728
2019-01-13T08:00:00Z,H96P6,36.973333333333336
2019-01-13T08:00:00Z,HUZ29,21.933333333333334
2019-01-13T08:00:00Z,I677K,39.104000000000006
2019-01-13T08:00:00Z,IUON3,30.832
2019-01-13T08:00:00Z,JNUQF,33.088
2019-01-13T08:00:00Z,PG3MI,34.09066666666667
2019-01-13T08:00:00Z,QH45V,40.608
2019-01-13T08:00:00Z,QJHW4,17.170666666666666
2019-01-13T08:00:00Z,QWDU8,26.946666666666665
2019-01-13T08:00:00Z,VBLD0,35.970666666666666
2019-01-13T08:00:00Z,VDUTN,38.22666666666667
2019-01-13T08:00:00Z,WT52R,4.762666666666666
2019-01-13T08:00:00Z,X5DKW,39.35466666666667
2019-01-13T08:00:00Z,ZP1FZ,9.776000000000002
2019-01-13T08:00:00Z,ZZ8JF,9.901333333333334
2019-01-13T16:00:00Z,1X116,25.27033333333333
2019-01-13T16:00:00Z,90BZ1,25.082333333333334
2019-01-13T16:00:00Z,9Q6TA,41.877
2019-01-13T16:00:00Z,KW43U,34.067166666666665
2019-01-13T16:00:00Z,VR4WG,49.9375
2019-01-13T16:00:00Z,XJF9O,33.90539130434783
2019-01-13T16:00:00Z,XNLVD,9.415666666666667
2019-01-14T08:00:00Z,3A3IE,12.647272727272728
2019-01-14T08:00:00Z,3S31A,35.97636363636364
2019-01-14T08:00:00Z,7II4T,34.18181818181818
2019-01-14T08:00:00Z,8BOQH,27.687272727272727
2019-01-14T08:00:00Z,A2FBI,37.087272727272726
2019-01-14T08:00:00Z,A5WJI,21.10727272727273
2019-01-14T08:00:00Z,B5FKJ,25.55090909090909
2019-01-14T08:00:00Z,C8HH7,28.71272727272727
2019-01-14T08:00:00Z,DJN0F,18.201818181818183
2019-01-14T08:00:00Z,E5P9N,35.72
2019-01-14T08:00:00Z,FRITQ,44.130526315789474
2019-01-14T08:00:00Z,H96P6,34.18181818181818
2019-01-14T08:00:00Z,HUZ29,39.56545454545455
2019-01-14T08:00:00Z,I677K,55.03272727272727
2019-01-14T08:00:00Z,IUON3,35.46363636363637
2019-01-14T08:00:00Z,JNUQF,36.06181818181818
2019-01-14T08:00:00Z,PG3MI,27.174545454545456
2019-01-14T08:00:00Z,QH45V,35.121818181818185
2019-01-14T08:00:00Z,QJHW4,19.227272727272727
2019-01-14T08:00:00Z,QWDU8,15.552727272727275
2019-01-14T08:00:00Z,VBLD0,41.10363636363636
2019-01-14T08:00:00Z,VDUTN,35.63454545454545
2019-01-14T08:00:00Z,WT52R,6.298
2019-01-14T08:00:00Z,X5DKW,57.59636363636364
2019-01-14T08:00:00Z,ZP1FZ,7.34909090909091
2019-01-14T08:00:00Z,ZZ8JF,13.330909090909092
2019-01-14T16:00:00Z,1X116,45.87983333333333
2019-01-14T16:00:00Z,90BZ1,35.373684210526314
2019-01-14T16:00:00Z,9Q6TA,46.98433333333333
2019-01-14T16:00:00Z,KW43U,38.007333333333335
2019-01-14T16:00:00Z,VR4WG,58.421
2019-01-14T16:00:00Z,XJF9O,46.812
2019-01-14T16:00:00Z,XNLVD,27.440166666666666
2019-01-15T08:00:00Z,3A3IE,8.374545454545455
2019-01-15T08:00:00Z,3S31A,28.46857142857143
2019-01-15T08:00:00Z,7II4T,32.22857142857143
2019-01-15T08:00:00Z,8BOQH,25.473999999999997
2019-01-15T08:00:00Z,A2FBI,33.839999999999996
2019-01-15T08:00:00Z,A5WJI,24.341052631578947
2019-01-15T08:00:00Z,B5FKJ,26.02315789473684
2019-01-15T08:00:00Z,C8HH7,29.095238095238095
2019-01-15T08:00:00Z,DJN0F,17.954
2019-01-15T08:00:00Z,E5P9N,27.430909090909093
