granule_id,time_start,time_end,product,location,split,us_url,eu_url,as_url,cksum,granule_size
20190109T203720_tropomi_la_0.nc,2019-01-09T19:45:03.000Z,2019-01-09 20:37:20+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190109T203720_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190109T203720_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190109T203720_tropomi_la_0.nc,4072596913,317450465
20190110T202428_tropomi_la_0.nc,2019-01-10T19:26:05.000Z,2019-01-10 20:24:28+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190110T202428_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190110T202428_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190110T202428_tropomi_la_0.nc,435172714,332638880
20190110T215952_tropomi_la_0.nc,2019-01-10T21:07:34.000Z,2019-01-10 21:59:52+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190110T215952_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190110T215952_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190110T215952_tropomi_la_0.nc,200816179,321521849
20190111T200529_tropomi_la_0.nc,2019-01-11T19:07:06.000Z,2019-01-11 20:05:29+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190111T200529_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190111T200529_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190111T200529_tropomi_la_0.nc,3063382983,332245740
20190111T214659_tropomi_la_0.nc,2019-01-11T20:48:35.000Z,2019-01-11 21:46:59+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190111T214659_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190111T214659_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190111T214659_tropomi_la_0.nc,2030513989,334273937
20190112T212800_tropomi_la_0.nc,2019-01-12T20:29:37.000Z,2019-01-12 21:28:00+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190112T212800_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190112T212800_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190112T212800_tropomi_la_0.nc,1730474799,332371117
20190113T210901_tropomi_la_0.nc,2019-01-13T20:10:38.000Z,2019-01-13 21:09:01+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190113T210901_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190113T210901_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190113T210901_tropomi_la_0.nc,2975866224,332501259
20190114T205002_tropomi_la_0.nc,2019-01-14T19:51:39.000Z,2019-01-14 20:50:02+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190114T205002_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190114T205002_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190114T205002_tropomi_la_0.nc,2558919886,335094876
20190115T203104_tropomi_la_0.nc,2019-01-15T19:32:39.000Z,2019-01-15 20:31:04+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190115T203104_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190115T203104_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190115T203104_tropomi_la_0.nc,3634490959,335227705
20190115T221234_tropomi_la_0.nc,2019-01-15T21:14:09.000Z,2019-01-15 22:12:34+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190115T221234_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190115T221234_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190115T221234_tropomi_la_0.nc,846841564,334053230
20190116T201205_tropomi_la_0.nc,2019-01-16T19:13:41.000Z,2019-01-16 20:12:05+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190116T201205_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190116T201205_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190116T201205_tropomi_la_0.nc,2175733809,336550017
20190116T215335_tropomi_la_0.nc,2019-01-16T20:55:12.000Z,2019-01-16 21:53:35+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190116T215335_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190116T215335_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190116T215335_tropomi_la_0.nc,2843400548,333561730
20190117T213436_tropomi_la_0.nc,2019-01-17T20:36:12.000Z,2019-01-17 21:34:36+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190117T213436_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190117T213436_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190117T213436_tropomi_la_0.nc,89869848,335415392
20190118T211538_tropomi_la_0.nc,2019-01-18T20:17:14.000Z,2019-01-18 21:15:38+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190118T211538_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190118T211538_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190118T211538_tropomi_la_0.nc,1132097425,333187359
20190119T205640_tropomi_la_0.nc,2019-01-19T19:58:16.000Z,2019-01-19 20:56:40+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190119T205640_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190119T205640_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190119T205640_tropomi_la_0.nc,3454140476,332989330
20190120T203742_tropomi_la_0.nc,2019-01-20T19:39:17.000Z,2019-01-20 20:37:42+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190120T203742_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190120T203742_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190120T203742_tropomi_la_0.nc,3104826065,336217601
20190121T201843_tropomi_la_0.nc,2019-01-21T19:20:20.000Z,2019-01-21 20:18:43+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190121T201843_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190121T201843_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190121T201843_tropomi_la_0.nc,3834604300,336013315
20190121T220014_tropomi_la_0.nc,2019-01-21T21:01:50.000Z,2019-01-21 22:00:14+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190121T220014_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190121T220014_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190121T220014_tropomi_la_0.nc,986542018,334733633
20190122T195945_tropomi_la_0.nc,2019-01-22T19:01:22.000Z,2019-01-22 19:59:45+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190122T195945_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190122T195945_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190122T195945_tropomi_la_0.nc,3637011197,336414571
20190122T214116_tropomi_la_0.nc,2019-01-22T20:42:52.000Z,2019-01-22 21:41:16+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190122T214116_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190122T214116_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190122T214116_tropomi_la_0.nc,2350592827,332232665
20190123T212218_tropomi_la_0.nc,2019-01-23T20:23:54.000Z,2019-01-23 21:22:18+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190123T212218_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190123T212218_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190123T212218_tropomi_la_0.nc,2405009223,333376749
20190124T210320_tropomi_la_0.nc,2019-01-24T20:04:56.000Z,2019-01-24 21:03:20+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190124T210320_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190124T210320_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190124T210320_tropomi_la_0.nc,2543782647,335918510
20190125T204422_tropomi_la_0.nc,2019-01-25T19:45:58.000Z,2019-01-25 20:44:22+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190125T204422_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190125T204422_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190125T204422_tropomi_la_0.nc,3586812119,333079051
20190126T202525_tropomi_la_0.nc,2019-01-26T19:27:02.000Z,2019-01-26 20:25:25+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190126T202525_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190126T202525_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190126T202525_tropomi_la_0.nc,378314959,332755315
20190126T220655_tropomi_la_0.nc,2019-01-26T21:08:31.000Z,2019-01-26 22:06:55+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190126T220655_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190126T220655_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190126T220655_tropomi_la_0.nc,3530820051,334238036
20190127T200020_tropomi_la_0.nc,2019-01-27T19:08:04.000Z,2019-01-27 20:00:20+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190127T200020_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190127T200020_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190127T200020_tropomi_la_0.nc,3490631533,319479670
20190127T214151_tropomi_la_0.nc,2019-01-27T20:49:33.000Z,2019-01-27 21:41:51+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190127T214151_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190127T214151_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190127T214151_tropomi_la_0.nc,1368137394,322673549
20190128T212253_tropomi_la_0.nc,2019-01-28T20:30:37.000Z,2019-01-28 21:22:53+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190128T212253_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190128T212253_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190128T212253_tropomi_la_0.nc,4098574029,320384696
20190129T211003_tropomi_la_0.nc,2019-01-29T20:11:40.000Z,2019-01-29 21:10:03+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190129T211003_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190129T211003_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190129T211003_tropomi_la_0.nc,1748182947,332861611
20190130T205105_tropomi_la_0.nc,2019-01-30T19:52:42.000Z,2019-01-30 20:51:05+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190130T205105_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190130T205105_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190130T205105_tropomi_la_0.nc,504216397,332579260
20190131T203208_tropomi_la_0.nc,2019-01-31T19:33:45.000Z,2019-01-31 20:32:08+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190131T203208_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190131T203208_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190131T203208_tropomi_la_0.nc,805972779,333436123
20190131T221339_tropomi_la_0.nc,2019-01-31T21:15:15.000Z,2019-01-31 22:13:39+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190131T221339_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190131T221339_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190131T221339_tropomi_la_0.nc,3654264309,336297637
20190201T201311_tropomi_la_0.nc,2019-02-01T19:14:48.000Z,2019-02-01 20:13:11+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190201T201311_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190201T201311_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190201T201311_tropomi_la_0.nc,2186772531,332256310
20190201T215442_tropomi_la_0.nc,2019-02-01T20:56:18.000Z,2019-02-01 21:54:42+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190201T215442_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190201T215442_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190201T215442_tropomi_la_0.nc,3179892748,331975713
20190202T213545_tropomi_la_0.nc,2019-02-02T20:37:21.000Z,2019-02-02 21:35:45+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190202T213545_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190202T213545_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190202T213545_tropomi_la_0.nc,1741394098,331765126
20190203T211648_tropomi_la_0.nc,2019-02-03T20:18:25.000Z,2019-02-03 21:16:48+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190203T211648_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190203T211648_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190203T211648_tropomi_la_0.nc,1650913925,333443497
20190204T205751_tropomi_la_0.nc,2019-02-04T19:59:28.000Z,2019-02-04 20:57:51+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190204T205751_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190204T205751_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190204T205751_tropomi_la_0.nc,905930816,333483173
20190205T203854_tropomi_la_0.nc,2019-02-05T19:40:31.000Z,2019-02-05 20:38:54+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190205T203854_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190205T203854_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190205T203854_tropomi_la_0.nc,3752475068,334620017
20190206T201958_tropomi_la_0.nc,2019-02-06T19:21:35.000Z,2019-02-06 20:19:58+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190206T201958_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190206T201958_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190206T201958_tropomi_la_0.nc,3706100022,334590955
20190206T220128_tropomi_la_0.nc,2019-02-06T21:03:05.000Z,2019-02-06 22:01:28+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190206T220128_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190206T220128_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190206T220128_tropomi_la_0.nc,1219377544,335995512
20190207T200102_tropomi_la_0.nc,2019-02-07T19:02:38.000Z,2019-02-07 20:01:02+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190207T200102_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190207T200102_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190207T200102_tropomi_la_0.nc,132475907,334334115
20190207T214231_tropomi_la_0.nc,2019-02-07T20:44:08.000Z,2019-02-07 21:42:31+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190207T214231_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190207T214231_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190207T214231_tropomi_la_0.nc,2831135751,333003778
20190208T212335_tropomi_la_0.nc,2019-02-08T20:25:12.000Z,2019-02-08 21:23:35+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190208T212335_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190208T212335_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190208T212335_tropomi_la_0.nc,1381508275,334076519
20190209T210439_tropomi_la_0.nc,2019-02-09T20:06:15.000Z,2019-02-09 21:04:39+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190209T210439_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190209T210439_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190209T210439_tropomi_la_0.nc,3315206849,331687406
20190210T204542_tropomi_la_0.nc,2019-02-10T19:47:19.000Z,2019-02-10 20:45:42+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190210T204542_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190210T204542_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190210T204542_tropomi_la_0.nc,1460104164,333762372
20190211T202647_tropomi_la_0.nc,2019-02-11T19:28:23.000Z,2019-02-11 20:26:47+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190211T202647_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190211T202647_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190211T202647_tropomi_la_0.nc,495510084,332140429
20190211T220816_tropomi_la_0.nc,2019-02-11T21:09:53.000Z,2019-02-11 22:08:16+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190211T220816_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190211T220816_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190211T220816_tropomi_la_0.nc,3143183333,331973200
20190212T200750_tropomi_la_0.nc,2019-02-12T19:09:27.000Z,2019-02-12 20:07:50+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190212T200750_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190212T200750_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190212T200750_tropomi_la_0.nc,1723640517,332850536
20190212T214920_tropomi_la_0.nc,2019-02-12T20:50:57.000Z,2019-02-12 21:49:20+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190212T214920_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190212T214920_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190212T214920_tropomi_la_0.nc,1346802004,334164170
20190213T213024_tropomi_la_0.nc,2019-02-13T20:32:01.000Z,2019-02-13 21:30:24+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190213T213024_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190213T213024_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190213T213024_tropomi_la_0.nc,846258681,332998978
20190214T211129_tropomi_la_0.nc,2019-02-14T20:13:05.000Z,2019-02-14 21:11:29+00:00,tropomi,la,train,s3://drivendata-competition-airathon-public-us/no2/train/tropomi/2019/20190214T211129_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-eu/no2/train/tropomi/2019/20190214T211129_tropomi_la_0.nc,s3://drivendata-competition-airathon-public-as/no2/train/tropomi/2019/20190214T211129_tropomi_la_0.nc,92257395,330864464
