grid_id,location,tz,max_lat,max_lon,min_lat,min_lon,mid_lat,mid_lon
C8HH7,Los Angeles (SoCAB),Etc/GMT+8,33.8702034680882,-116.496520371108,33.8329016638163,-116.541436135314,33.8515525659522,-116.518978253211
CPR0W,Delhi,Asia/Calcutta,28.7043472819488,77.3045317841628,28.6649438139951,77.2596160199568,28.6846455479719,77.2820739020598
D72OT,Delhi,Asia/Calcutta,28.7437359167866,77.1697844915448,28.7043472819488,77.1248687273388,28.7240415993677,77.1473266094418
D7S1G,Delhi,Asia/Calcutta,28.7043472819488,77.3494475483687,28.6649438139951,77.3045317841628,28.6846455479719,77.3269896662657
DHO4M,Los Angeles (SoCAB),Etc/GMT+8,34.2051854721621,-118.338066703553,34.1680306174393,-118.382982467759,34.1866080448007,-118.360524585656
DJN0F,Los Angeles (SoCAB),Etc/GMT+8,34.1308594009102,-117.619414476258,34.0936718310214,-117.664330240464,34.1122656159658,-117.641872358361
E2AUK,Delhi,Asia/Calcutta,28.6255255259829,77.0350371989269,28.5860924310024,76.9901214347209,28.6058089784926,77.0125793168239
E5P9N,Los Angeles (SoCAB),Etc/GMT+8,34.0192476651074,-117.48466718364,33.9820110861319,-117.529582947846,34.0006293756197,-117.507125065743
FRITQ,Los Angeles (SoCAB),Etc/GMT+8,33.8702034680882,-118.158403646729,33.8329016638163,-118.203319410935,33.8515525659522,-118.180861528832
GAC6R,Delhi,Asia/Calcutta,28.7831097054843,77.1248687273388,28.7437359167866,77.0799529631329,28.7634228111355,77.1024108452359
GJLB2,Delhi,Asia/Calcutta,28.507181872663,77.1248687273388,28.4677044356494,77.0799529631329,28.4874431541562,77.1024108452359
GVQXS,Delhi,Asia/Calcutta,28.7043472819488,77.2147002557508,28.6649438139951,77.1697844915448,28.6846455479719,77.1922423736478
H96P6,Los Angeles (SoCAB),Etc/GMT+8,34.2051854721621,-118.517729760377,34.1680306174393,-118.562645524583,34.1866080448007,-118.54018764248
HANW9,Delhi,Asia/Calcutta,28.5860924310024,77.2147002557508,28.5466445421771,77.1697844915448,28.5663684865898,77.1922423736478
HM74A,Delhi,Asia/Calcutta,28.7043472819488,77.1248687273388,28.6649438139951,77.0799529631329,28.6846455479719,77.1024108452359
HUZ29,Los Angeles (SoCAB),Etc/GMT+8,34.1308594009102,-117.26008836261,34.0936718310214,-117.305004126816,34.1122656159658,-117.282546244713
I677K,Los Angeles (SoCAB),Etc/GMT+8,34.0936718310214,-117.48466718364,34.0564679162507,-117.529582947846,34.075069873636,-117.507125065743
IUMEZ,Delhi,Asia/Calcutta,28.6649438139951,77.2596160199568,28.6255255259829,77.2147002557508,28.645234669989,77.2371581378538
IUON3,Los Angeles (SoCAB),Etc/GMT+8,34.0936718310214,-117.70924600467,34.0564679162507,-117.754161768876,34.075069873636,-117.731703886773
JNUQF,Los Angeles (SoCAB),Etc/GMT+8,33.8329016638163,-118.203319410935,33.7955835748851,-118.248235175141,33.8142426193507,-118.225777293038
KW43U,Taipei,Asia/Taipei,25.0590640627421,121.615595975548,25.0183693933433,121.570680211342,25.0387167280427,121.593138093445
KZ9W9,Delhi,Asia/Calcutta,28.6649438139951,77.1697844915448,28.6255255259829,77.1248687273388,28.645234669989,77.1473266094418
NE7BV,Delhi,Asia/Calcutta,28.8618126925263,77.1248687273388,28.8224686350503,77.0799529631329,28.8421406637883,77.1024108452359
P8JA5,Delhi,Asia/Calcutta,28.5860924310024,77.2596160199568,28.5466445421771,77.2147002557508,28.5663684865898,77.2371581378538
PG3MI,Los Angeles (SoCAB),Etc/GMT+8,34.0936718310214,-118.203319410935,34.0564679162507,-118.248235175141,34.075069873636,-118.225777293038
PJNW1,Delhi,Asia/Calcutta,28.7437359167866,77.2147002557508,28.7043472819488,77.1697844915448,28.7240415993677,77.1922423736478
PW0JT,Delhi,Asia/Calcutta,28.7043472819488,76.945205670515,28.6649438139951,76.900289906309,28.6846455479719,76.922747788412
QH45V,Los Angeles (SoCAB),Etc/GMT+8,33.9820110861319,-118.427898231965,33.9447581878963,-118.472813996171,33.9633846370141,-118.450356114068
QJHW4,Los Angeles (SoCAB),Etc/GMT+8,34.3907140252329,-118.517729760377,34.353641105149,-118.562645524583,34.3721775651909,-118.54018764248
QWDU8,Los Angeles (SoCAB),Etc/GMT+8,34.1680306174393,-118.113487882523,34.1308594009102,-118.158403646729,34.1494450091748,-118.135945764626
S77YN,Delhi,Asia/Calcutta,28.7437359167866,77.0799529631329,28.7043472819488,77.0350371989269,28.7240415993677,77.0574950810299
SZLMT,Delhi,Asia/Calcutta,28.7043472819488,77.1697844915448,28.6649438139951,77.1248687273388,28.6846455479719,77.1473266094418
UC74Z,Delhi,Asia/Calcutta,28.5466445421771,77.3045317841628,28.507181872663,77.2596160199568,28.52691320742,77.2820739020598
VBLD0,Los Angeles (SoCAB),Etc/GMT+8,33.9074889790035,-118.203319410935,33.8702034680882,-118.248235175141,33.8888462235458,-118.225777293038
VDUTN,Los Angeles (SoCAB),Etc/GMT+8,33.8329016638163,-117.888909061494,33.7955835748851,-117.9338248257,33.8142426193507,-117.911366943597
VR4WG,Taipei,Asia/Taipei,25.0997452223512,121.525764447136,25.0590640627421,121.48084868293,25.0794046425467,121.503306565033
VXNN3,Delhi,Asia/Calcutta,28.8224686350503,77.1697844915448,28.7831097054843,77.1248687273388,28.8027891702673,77.1473266094418
VYH7U,Delhi,Asia/Calcutta,28.7831097054843,77.0799529631329,28.7437359167866,77.0350371989269,28.7634228111355,77.0574950810299
WT52R,Los Angeles (SoCAB),Etc/GMT+8,33.9447581878963,-116.855846484756,33.9074889790035,-116.900762248962,33.9261235834499,-116.878304366859
WZNCR,Delhi,Asia/Calcutta,28.5860924310024,77.1697844915448,28.5466445421771,77.1248687273388,28.5663684865898,77.1473266094418
X5DKW,Los Angeles (SoCAB),Etc/GMT+8,34.0564679162507,-117.574498712052,34.0192476651074,-117.619414476258,34.037857790679,-117.596956594155
XJF9O,Taipei,Asia/Taipei,25.0590640627421,121.525764447136,25.0183693933433,121.48084868293,25.0387167280427,121.503306565033
XNLVD,Taipei,Asia/Taipei,25.1404128561536,121.525764447136,25.0997452223512,121.48084868293,25.1200790392524,121.503306565033
YHOPV,Delhi,Asia/Calcutta,28.6649438139951,77.3045317841628,28.6255255259829,77.2596160199568,28.645234669989,77.2820739020598
Z0VWC,Los Angeles (SoCAB),Etc/GMT+8,33.7955835748851,-118.158403646729,33.7582492100234,-118.203319410935,33.7769163924543,-118.180861528832
ZF3ZW,Delhi,Asia/Calcutta,28.7043472819488,77.0799529631329,28.6649438139951,77.0350371989269,28.6846455479719,77.0574950810299
ZP1FZ,Los Angeles (SoCAB),Etc/GMT+8,34.1680306174393,-117.843993297288,34.1308594009102,-117.888909061494,34.1494450091748,-117.866451179391
ZZ8JF,Los Angeles (SoCAB),Etc/GMT+8,33.6835316875808,-117.305004126816,33.6461485476148,-117.349919891022,33.6648401175978,-117.327462008919
